Model,Params,MSE,MAE,RMSE,R2,feature_subset
LinearRegression,{'fit_intercept': True},2.0059696833573493,1.1824167113982902,1.4163225915579223,-0.04178119809333003,"['days_since_election', 'seats']"
LinearRegression,{'fit_intercept': False},54.79864611016243,7.266351968458388,7.4026107631134055,-27.459153531667585,"['days_since_election', 'seats']"
LinearRegression,{'fit_intercept': True},2.0602985945692778,1.1998985450992539,1.4353740260187509,-0.06999639929155599,"['seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support']"
LinearRegression,{'fit_intercept': False},54.60485312936288,7.2458737645187785,7.389509667722405,-27.35850899780727,"['seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support']"
LinearRegression,{'fit_intercept': True},1.972840453590825,1.1774141612073714,1.404578389977158,-0.02457584899736842,"['seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right']"
LinearRegression,{'fit_intercept': False},54.280325830213116,7.23439135353276,7.367518295207221,-27.189968844221106,"['seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right']"
LinearRegression,{'fit_intercept': True},1.9801709827813487,1.1780183497894936,1.4071854827212185,-0.028382889326103777,"['days_since_election', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right']"
LinearRegression,{'fit_intercept': False},55.67263628677736,7.301642129151809,7.461409805578123,-27.913051983309096,"['days_since_election', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right']"
LinearRegression,{'fit_intercept': True},1.7705026608046868,1.1048090793468652,1.3306023676533447,0.08050635136545337,"['days_since_election', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']"
LinearRegression,{'fit_intercept': False},55.34138185936304,7.298198167525855,7.439178843082282,-27.741018159902634,"['days_since_election', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']"
LinearRegression,{'fit_intercept': True},1.7741343568065004,1.1059909942596662,1.3319663497275374,0.07862026472951378,"['days_since_election_2', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']"
LinearRegression,{'fit_intercept': False},55.047753172843656,7.289543349466555,7.4194173068269755,-27.58852490570511,"['days_since_election_2', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']"
