Model,Params,MSE,MAE,RMSE,R2,feature_subset
XGBoost,"{'n_estimators': 10, 'max_depth': 7}",1.0225022764581877,0.7708480806363561,1.0111885464433366,0.46897320759158945,"['days_since_election', 'seats']"
XGBoost,"{'n_estimators': 10, 'max_depth': 10}",0.9157904643507071,0.7223568881618366,0.9569694166224473,0.524392968114579,"['days_since_election', 'seats']"
XGBoost,"{'n_estimators': 10, 'max_depth': 20}",0.7606258594026,0.6399667185914484,0.8721386698241284,0.6049762238764363,"['days_since_election', 'seats']"
XGBoost,"{'n_estimators': 10, 'max_depth': 30}",0.7546930562877348,0.635463787538986,0.8687307156350205,0.6080573685160261,"['days_since_election', 'seats']"
XGBoost,"{'n_estimators': 50, 'max_depth': 7}",0.8916857871551983,0.7111038891774304,0.944291155923425,0.5369115020170261,"['days_since_election', 'seats']"
XGBoost,"{'n_estimators': 50, 'max_depth': 10}",0.8004364719508328,0.6625592527042502,0.8946711529667383,0.5843009624398262,"['days_since_election', 'seats']"
XGBoost,"{'n_estimators': 50, 'max_depth': 20}",0.7563306683280061,0.626958581315218,0.8696727363370695,0.6072068903420635,"['days_since_election', 'seats']"
XGBoost,"{'n_estimators': 50, 'max_depth': 30}",0.7562971456899038,0.6266435003987542,0.8696534629896576,0.6072243000040217,"['days_since_election', 'seats']"
XGBoost,"{'n_estimators': 100, 'max_depth': 7}",0.8497342940209403,0.6896441458370486,0.921810335167132,0.5586986093406345,"['days_since_election', 'seats']"
XGBoost,"{'n_estimators': 100, 'max_depth': 10}",0.7719087740790286,0.6438331533313761,0.8785833905094204,0.5991165498907749,"['days_since_election', 'seats']"
XGBoost,"{'n_estimators': 100, 'max_depth': 20}",0.7563101389427717,0.6268286330680641,0.8696609333198609,0.60721755208223,"['days_since_election', 'seats']"
XGBoost,"{'n_estimators': 100, 'max_depth': 30}",0.7562971456899038,0.6266435003987542,0.8696534629896576,0.6072243000040217,"['days_since_election', 'seats']"
XGBoost,"{'n_estimators': 10, 'max_depth': 7}",1.0035584159736428,0.7418828839561689,1.0017776280061572,0.47881152062086285,"['seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support']"
XGBoost,"{'n_estimators': 10, 'max_depth': 10}",1.0116614721165231,0.740374655897084,1.0058138357153987,0.47460327579703343,"['seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support']"
XGBoost,"{'n_estimators': 10, 'max_depth': 20}",1.0116614721165231,0.740374655897084,1.0058138357153987,0.47460327579703343,"['seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support']"
XGBoost,"{'n_estimators': 10, 'max_depth': 30}",1.0116614721165231,0.740374655897084,1.0058138357153987,0.47460327579703343,"['seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support']"
XGBoost,"{'n_estimators': 50, 'max_depth': 7}",1.0227242848667335,0.7433514686607607,1.0112983164559968,0.4688579096447858,"['seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support']"
XGBoost,"{'n_estimators': 50, 'max_depth': 10}",1.0227283612818185,0.7433529997450322,1.0113003318904916,0.46885579259754095,"['seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support']"
XGBoost,"{'n_estimators': 50, 'max_depth': 20}",1.0227284452767007,0.7433528654337572,1.0113003734186499,0.468855748975601,"['seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support']"
XGBoost,"{'n_estimators': 50, 'max_depth': 30}",1.0227284452767007,0.7433528654337572,1.0113003734186499,0.468855748975601,"['seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support']"
XGBoost,"{'n_estimators': 100, 'max_depth': 7}",1.0227242848667335,0.7433514686607607,1.0112983164559968,0.4688579096447858,"['seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support']"
XGBoost,"{'n_estimators': 100, 'max_depth': 10}",1.0227283612818185,0.7433529997450322,1.0113003318904916,0.46885579259754095,"['seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support']"
XGBoost,"{'n_estimators': 100, 'max_depth': 20}",1.0227284452767007,0.7433528654337572,1.0113003734186499,0.468855748975601,"['seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support']"
XGBoost,"{'n_estimators': 100, 'max_depth': 30}",1.0227284452767007,0.7433528654337572,1.0113003734186499,0.468855748975601,"['seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support']"
XGBoost,"{'n_estimators': 10, 'max_depth': 7}",0.9129794668467838,0.685840678182895,0.9554995901866121,0.5258528328232885,"['seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right']"
XGBoost,"{'n_estimators': 10, 'max_depth': 10}",0.9142274499420193,0.6839839506020764,0.9561524198275185,0.525204704720984,"['seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right']"
XGBoost,"{'n_estimators': 10, 'max_depth': 20}",0.914208309518238,0.6839885669898472,0.9561424106890343,0.5252146451172843,"['seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right']"
XGBoost,"{'n_estimators': 10, 'max_depth': 30}",0.914208309518238,0.6839885669898472,0.9561424106890343,0.5252146451172843,"['seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right']"
XGBoost,"{'n_estimators': 50, 'max_depth': 7}",0.9183878432490138,0.6835509659145078,0.9583255413736054,0.5230440441886444,"['seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right']"
XGBoost,"{'n_estimators': 50, 'max_depth': 10}",0.9183954578023706,0.6835561221179294,0.9583295142081196,0.5230400896430772,"['seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right']"
XGBoost,"{'n_estimators': 50, 'max_depth': 20}",0.9183957538128911,0.6835567038656888,0.9583296686489943,0.5230399359128404,"['seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right']"
XGBoost,"{'n_estimators': 50, 'max_depth': 30}",0.9183957538128911,0.6835567038656888,0.9583296686489943,0.5230399359128404,"['seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right']"
XGBoost,"{'n_estimators': 100, 'max_depth': 7}",0.9183878432490138,0.6835509659145078,0.9583255413736054,0.5230440441886444,"['seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right']"
XGBoost,"{'n_estimators': 100, 'max_depth': 10}",0.9183954578023706,0.6835561221179294,0.9583295142081196,0.5230400896430772,"['seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right']"
XGBoost,"{'n_estimators': 100, 'max_depth': 20}",0.9183957538128911,0.6835567038656888,0.9583296686489943,0.5230399359128404,"['seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right']"
XGBoost,"{'n_estimators': 100, 'max_depth': 30}",0.9183957538128911,0.6835567038656888,0.9583296686489943,0.5230399359128404,"['seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right']"
XGBoost,"{'n_estimators': 10, 'max_depth': 7}",0.7475735727380658,0.6374348623733315,0.8646233704556371,0.611754804306664,"['days_since_election', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right']"
XGBoost,"{'n_estimators': 10, 'max_depth': 10}",0.6290631703260088,0.5802125350805627,0.793135026540884,0.6733020500281046,"['days_since_election', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right']"
XGBoost,"{'n_estimators': 10, 'max_depth': 20}",0.4209446823907514,0.4628660857195481,0.6488024987550152,0.7813863992111332,"['days_since_election', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right']"
XGBoost,"{'n_estimators': 10, 'max_depth': 30}",0.40893987449320557,0.4525521630546796,0.6394840689909371,0.7876209815471203,"['days_since_election', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right']"
XGBoost,"{'n_estimators': 50, 'max_depth': 7}",0.6033643881922243,0.5713046418046052,0.7767653366314851,0.6866484671065847,"['days_since_election', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right']"
XGBoost,"{'n_estimators': 50, 'max_depth': 10}",0.47349632709192246,0.49659217624972773,0.6881106939235303,0.7540942044024201,"['days_since_election', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right']"
XGBoost,"{'n_estimators': 50, 'max_depth': 20}",0.3921716509542319,0.42282236024054554,0.6262360984119583,0.7963293983059876,"['days_since_election', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right']"
XGBoost,"{'n_estimators': 50, 'max_depth': 30}",0.392138970500763,0.42188993007988945,0.626210005110716,0.7963463705873992,"['days_since_election', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right']"
XGBoost,"{'n_estimators': 100, 'max_depth': 7}",0.5311277893697655,0.5359603717642011,0.7287851462329384,0.7241638548473884,"['days_since_election', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right']"
XGBoost,"{'n_estimators': 100, 'max_depth': 10}",0.41772218160098845,0.460336926973091,0.6463143055828089,0.7830599742214978,"['days_since_election', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right']"
XGBoost,"{'n_estimators': 100, 'max_depth': 20}",0.3921444837015415,0.4221745356716557,0.6262144071334845,0.7963435073592258,"['days_since_election', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right']"
XGBoost,"{'n_estimators': 100, 'max_depth': 30}",0.392138970500763,0.42188993007988945,0.626210005110716,0.7963463705873992,"['days_since_election', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right']"
XGBoost,"{'n_estimators': 10, 'max_depth': 7}",0.7143735371062017,0.6191516091238778,0.845206209812849,0.6289969257525957,"['days_since_election', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']"
XGBoost,"{'n_estimators': 10, 'max_depth': 10}",0.6085347914560364,0.5705847002746602,0.7800863999942804,0.6839632675487406,"['days_since_election', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']"
XGBoost,"{'n_estimators': 10, 'max_depth': 20}",0.42282400852109103,0.464581513179923,0.6502491895581962,0.7804103891328569,"['days_since_election', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']"
XGBoost,"{'n_estimators': 10, 'max_depth': 30}",0.40888414818117264,0.4520316519184575,0.6394404962005242,0.7876499224750898,"['days_since_election', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']"
XGBoost,"{'n_estimators': 50, 'max_depth': 7}",0.5962754831033092,0.5671147323361626,0.7721887613163696,0.6903300222656534,"['days_since_election', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']"
XGBoost,"{'n_estimators': 50, 'max_depth': 10}",0.46437475038440934,0.49471562875891634,0.6814504753717685,0.7588314081546468,"['days_since_election', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']"
XGBoost,"{'n_estimators': 50, 'max_depth': 20}",0.39227842542536956,0.42383825329114805,0.626321343581208,0.7962739460040956,"['days_since_election', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']"
XGBoost,"{'n_estimators': 50, 'max_depth': 30}",0.39213880294532855,0.42187057335100403,0.6262098713253637,0.7963464576057139,"['days_since_election', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']"
XGBoost,"{'n_estimators': 100, 'max_depth': 7}",0.5184720247699545,0.5291146576565231,0.7200500154641721,0.7307365053300774,"['days_since_election', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']"
XGBoost,"{'n_estimators': 100, 'max_depth': 10}",0.41415605675426964,0.4582051666920397,0.6435495759879496,0.7849120071042416,"['days_since_election', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']"
XGBoost,"{'n_estimators': 100, 'max_depth': 20}",0.39214230476787654,0.422091348151955,0.6262126673645915,0.7963446389676159,"['days_since_election', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']"
XGBoost,"{'n_estimators': 100, 'max_depth': 30}",0.39213880294532855,0.42187057335100403,0.6262098713253637,0.7963464576057139,"['days_since_election', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']"
XGBoost,"{'n_estimators': 10, 'max_depth': 7}",0.7143735371062017,0.6191516091238778,0.845206209812849,0.6289969257525957,"['days_since_election_2', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']"
XGBoost,"{'n_estimators': 10, 'max_depth': 10}",0.6085347914560364,0.5705847002746602,0.7800863999942804,0.6839632675487406,"['days_since_election_2', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']"
XGBoost,"{'n_estimators': 10, 'max_depth': 20}",0.42282400852109103,0.464581513179923,0.6502491895581962,0.7804103891328569,"['days_since_election_2', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']"
XGBoost,"{'n_estimators': 10, 'max_depth': 30}",0.40888414818117264,0.4520316519184575,0.6394404962005242,0.7876499224750898,"['days_since_election_2', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']"
XGBoost,"{'n_estimators': 50, 'max_depth': 7}",0.5962754831033092,0.5671147323361626,0.7721887613163696,0.6903300222656534,"['days_since_election_2', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']"
XGBoost,"{'n_estimators': 50, 'max_depth': 10}",0.46437475038440934,0.49471562875891634,0.6814504753717685,0.7588314081546468,"['days_since_election_2', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']"
XGBoost,"{'n_estimators': 50, 'max_depth': 20}",0.39227842542536956,0.42383825329114805,0.626321343581208,0.7962739460040956,"['days_since_election_2', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']"
XGBoost,"{'n_estimators': 50, 'max_depth': 30}",0.39213880294532855,0.42187057335100403,0.6262098713253637,0.7963464576057139,"['days_since_election_2', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']"
XGBoost,"{'n_estimators': 100, 'max_depth': 7}",0.5184720247699545,0.5291146576565231,0.7200500154641721,0.7307365053300774,"['days_since_election_2', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']"
XGBoost,"{'n_estimators': 100, 'max_depth': 10}",0.41415605675426964,0.4582051666920397,0.6435495759879496,0.7849120071042416,"['days_since_election_2', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']"
XGBoost,"{'n_estimators': 100, 'max_depth': 20}",0.39214230476787654,0.422091348151955,0.6262126673645915,0.7963446389676159,"['days_since_election_2', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']"
XGBoost,"{'n_estimators': 100, 'max_depth': 30}",0.39213880294532855,0.42187057335100403,0.6262098713253637,0.7963464576057139,"['days_since_election_2', 'seats', 'government_status_coalition', 'government_status_opposition', 'government_status_support', 'block_left', 'block_right', 'eu_anti_pro']"
