Model,Params,MSE_val,MAE_train,MAE_val,RMSE_train,RMSE_val,R2_train,R2_val,feature_subset
XGBoost,"{'learning_rate': 0.002, 'max_depth': 2, 'n_estimators': 10}",1.4217756259100864,0.8669357915044895,0.9237218227733448,1.1404946416571249,1.1923823321024538,0.007659768038809411,-0.06324052686938819,"['days_since_election', 'seats']"
XGBoost,"{'learning_rate': 0.002, 'max_depth': 2, 'n_estimators': 30}",1.4253740598936968,0.8599964523631829,0.9261632735858867,1.1321077662147345,1.1938903047992713,0.022093446505999537,-0.06679072494208255,"['days_since_election', 'seats']"
XGBoost,"{'learning_rate': 0.002, 'max_depth': 2, 'n_estimators': 50}",1.4291270016080424,0.8534676237273365,0.9286216465917732,1.1242994145914353,1.1954609996181567,0.03542561273607647,-0.070429869480782,"['days_since_election', 'seats']"
XGBoost,"{'learning_rate': 0.002, 'max_depth': 2, 'n_estimators': 100}",1.4403439501099784,0.8386110737651729,0.9353874108052003,1.1070521995635354,1.2001433039891438,0.06451192305633463,-0.0807175456257693,"['days_since_election', 'seats']"
XGBoost,"{'learning_rate': 0.002, 'max_depth': 2, 'n_estimators': 200}",1.4608418427798484,0.8148118645419075,0.9473255554577118,1.080567127745462,1.2086529041788003,0.10820423784844299,-0.0994944209865335,"['days_since_election', 'seats']"
XGBoost,"{'learning_rate': 0.002, 'max_depth': 5, 'n_estimators': 10}",1.420615475772755,0.8640678140952688,0.9232492953250113,1.1368488749226469,1.1918957487015192,0.014021602683647522,-0.06230950201167623,"['days_since_election', 'seats']"
XGBoost,"{'learning_rate': 0.002, 'max_depth': 5, 'n_estimators': 30}",1.423170239205164,0.8516631194218948,0.925148382783233,1.121519123285374,1.192966989989733,0.040373847693388726,-0.06492496028830766,"['days_since_election', 'seats']"
XGBoost,"{'learning_rate': 0.002, 'max_depth': 5, 'n_estimators': 50}",1.427248682978914,0.8401426409457228,0.9273164983860946,1.1072843144734161,1.1946751370054178,0.06450427246074794,-0.0685443576985251,"['days_since_election', 'seats']"
XGBoost,"{'learning_rate': 0.002, 'max_depth': 5, 'n_estimators': 100}",1.4406742251037328,0.8139887260637442,0.9336021408689117,1.075493842843568,1.200280894250897,0.11724465339928253,-0.07972914108902579,"['days_since_election', 'seats']"
XGBoost,"{'learning_rate': 0.002, 'max_depth': 5, 'n_estimators': 200}",1.4687738033100044,0.7700616823351873,0.9456191722296847,1.0246212007310422,1.2119297848101616,0.19841453243952428,-0.10308426217334077,"['days_since_election', 'seats']"
XGBoost,"{'learning_rate': 0.002, 'max_depth': 10, 'n_estimators': 10}",1.42150204287687,0.8624088786875991,0.9234484108283898,1.1346083114080348,1.1922676053960664,0.017921709340626063,-0.06283932097064357,"['days_since_election', 'seats']"
XGBoost,"{'learning_rate': 0.002, 'max_depth': 10, 'n_estimators': 30}",1.426121762934959,0.8467134327060257,0.9259801018689537,1.114806401149754,1.1942034009895295,0.05188053457587366,-0.06679719878370174,"['days_since_election', 'seats']"
XGBoost,"{'learning_rate': 0.002, 'max_depth': 10, 'n_estimators': 50}",1.4324594027155222,0.8317624093664524,0.9290650093788722,1.0960715844296305,1.196853960479524,0.08344788187555738,-0.0720709533926957,"['days_since_election', 'seats']"
XGBoost,"{'learning_rate': 0.002, 'max_depth': 10, 'n_estimators': 100}",1.4527570790486835,0.7979083318314993,0.9378286828869131,1.053904266844846,1.2053037289615773,0.15252133696409995,-0.08822640145807362,"['days_since_election', 'seats']"
XGBoost,"{'learning_rate': 0.002, 'max_depth': 10, 'n_estimators': 200}",1.507538110610614,0.742431095605177,0.958060803499495,0.9854942678753289,1.22781843552319,0.2587483360657704,-0.13006912841272023,"['days_since_election', 'seats']"
XGBoost,"{'learning_rate': 0.002, 'max_depth': 15, 'n_estimators': 10}",1.4210490183069342,0.8611346777791304,0.9234231693358199,1.1332452195142861,1.1920776058239388,0.02028366839825055,-0.06246860413111499,"['days_since_election', 'seats']"
