Model,Params,MSE_val,MAE_train,MAE_val,RMSE_train,RMSE_val,R2_train,R2_val,feature_subset
RandomForest,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 20}",1.2203811189270386,0.6667991348584575,0.8389020116483344,0.9145691434127559,1.1047086126789447,0.36682457736650215,0.04934329105785214,"['days_since_election', 'seats']"
RandomForest,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",1.1885365925009737,0.6663264782958532,0.829001576369522,0.9142312857053646,1.0902002533942898,0.36735272079373993,0.07643306652454163,"['days_since_election', 'seats']"
RandomForest,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",1.1945438072338435,0.6665619624824136,0.8292581179328259,0.9145402637423358,1.0929518778216374,0.36693138228792144,0.0701535748762323,"['days_since_election', 'seats']"
RandomForest,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",1.1909379590010527,0.6667155590148987,0.828162147022078,0.914997838060787,1.0913010395858023,0.36634320244637314,0.07369244063706436,"['days_since_election', 'seats']"
RandomForest,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 20}",1.2219301956886128,0.6672092678045324,0.8397371173361092,0.916285227067662,1.1054095149258545,0.36454333742177086,0.047305964809463814,"['days_since_election', 'seats']"
RandomForest,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50}",1.1947782124529156,0.6666766208692789,0.8317053863834651,0.9157175539654998,1.0930591074836327,0.3653573712820375,0.06966428736860668,"['days_since_election', 'seats']"
RandomForest,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",1.1993237448583802,0.6668961356101795,0.8314371323000449,0.9159885506720566,1.0951364046813439,0.36499032977544593,0.06483493098028993,"['days_since_election', 'seats']"
RandomForest,"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",1.1944857457233313,0.6671007335462503,0.8298361800147852,0.9164258210499959,1.092925315711614,0.3644168407222039,0.06969094278832912,"['days_since_election', 'seats']"
RandomForest,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 20}",1.1691173502747492,0.6674062750298,0.8242814718035074,0.9184435830406811,1.081257300680439,0.36163171941481737,0.09618896636397896,"['days_since_election', 'seats']"
RandomForest,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",1.1559841115774745,0.6667715455412881,0.8195198341961889,0.9179400675947363,1.075167015666624,0.3623387743469642,0.10465655944233426,"['days_since_election', 'seats']"
RandomForest,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",1.1567983523240224,0.6670532816026034,0.8192039449296421,0.9181384585422032,1.0755456068080156,0.3620602914602522,0.10535102100521411,"['days_since_election', 'seats']"
RandomForest,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",1.1532801584622194,0.6671917987702993,0.8178734802570616,0.9183350348742852,1.0739088222294384,0.36179662881479135,0.10858446861814933,"['days_since_election', 'seats']"
RandomForest,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 20}",1.1687066759407543,0.6674504555873214,0.8242192568439661,0.9187773797893449,1.0810673780762947,0.3611926352362195,0.09637800267472094,"['days_since_election', 'seats']"
RandomForest,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",1.1579175155058068,0.6668322146988476,0.8204240865072401,0.9182800291062035,1.0760657579840587,0.361886600013455,0.10266540305174193,"['days_since_election', 'seats']"
RandomForest,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",1.1581266333595714,0.6671292919373526,0.8199171771254165,0.9184887295806827,1.07616292138299,0.3615936040930226,0.10397319486361126,"['days_since_election', 'seats']"
RandomForest,"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",1.1547701738796787,0.6672895689012518,0.8186499201196171,0.9186972627252201,1.0746023329025853,0.3613122531426323,0.10698082999288339,"['days_since_election', 'seats']"
RandomForest,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 20}",1.3774560171891745,0.5650765100112801,0.8882016781414851,0.7646402693486672,1.1736507219736094,0.5570801666737979,-0.08513642801902681,"['days_since_election', 'seats']"
RandomForest,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",1.3382131326343536,0.5639713042730526,0.8736064537209565,0.7617592737949531,1.15681162365977,0.5604190516149651,-0.04217460745973171,"['days_since_election', 'seats']"
RandomForest,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",1.3368353650947176,0.563528019229268,0.8705380907300452,0.7607221057779123,1.1562159681887798,0.561619099346081,-0.043399578696664054,"['days_since_election', 'seats']"
RandomForest,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",1.3326567017178246,0.5637270576540778,0.8695932173902815,0.7611738154939118,1.1544075111146084,0.5611295520213391,-0.04121456362795665,"['days_since_election', 'seats']"
RandomForest,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 20}",1.384054074002387,0.5741592706069412,0.8930806305621147,0.7790277137029548,1.17645827550423,0.5407044725808265,-0.09896884231766478,"['days_since_election', 'seats']"
RandomForest,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50}",1.3490128749081973,0.5730878629008754,0.8802538410041718,0.7769176324590936,1.161470135177051,0.5432146816932771,-0.0571203564372453,"['days_since_election', 'seats']"
RandomForest,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",1.3435683761850725,0.5729207623541607,0.8760529076481604,0.7763690140740586,1.1591239692910644,0.5438761366104966,-0.054886607129131675,"['days_since_election', 'seats']"
RandomForest,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",1.3359382125870272,0.5731054222801241,0.8737945345991205,0.7771025835151861,1.1558279338149893,0.5430537954455762,-0.048374006118966834,"['days_since_election', 'seats']"
RandomForest,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 20}",1.2772373623798103,0.5795225937652431,0.853942926982018,0.7971257644085951,1.1301492655308016,0.5194359281270411,-0.0077478607588605695,"['days_since_election', 'seats']"
RandomForest,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",1.2581085802890408,0.5781195077590224,0.8479562661301838,0.7951239485597874,1.1216543943162889,0.5218445298017125,0.01599109840856412,"['days_since_election', 'seats']"
RandomForest,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",1.2477720845049478,0.5775384351073035,0.8429027508179047,0.7941508933503454,1.1170371902962533,0.5229950665180391,0.023671115695060845,"['days_since_election', 'seats']"
RandomForest,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",1.2424216066723333,0.5777413317660184,0.84113073681219,0.7946912544034196,1.11463967571244,0.522353014217098,0.02885940554572398,"['days_since_election', 'seats']"
RandomForest,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 20}",1.278454353334458,0.5809621379321442,0.854847689316489,0.7993282335057765,1.1306875577870563,0.516814686930876,-0.010405339000517455,"['days_since_election', 'seats']"
RandomForest,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",1.260905597601237,0.5795161429265948,0.8496611647375304,0.7975069762623694,1.1229005288097593,0.5190093674115592,0.012956689070031745,"['days_since_election', 'seats']"
RandomForest,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",1.2487968766831026,0.5789606315413861,0.8438322183447114,0.7966448661333765,1.1174958061143239,0.5200288249987834,0.022326089885733556,"['days_since_election', 'seats']"
RandomForest,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",1.2438576944510535,0.5791889164206099,0.8421445379586819,0.7971221027303589,1.115283683396764,0.5194599830003758,0.026956948781746353,"['days_since_election', 'seats']"
RandomForest,"{'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 20}",1.5354954143036468,0.45510685437793835,0.9322582306337651,0.630176666287167,1.239151086148758,0.6994264715642454,-0.21761259042225786,"['days_since_election', 'seats']"
